12 37 11 -69 08 08 0.0 0.0 J2000 12 40 36.0 -69 23 05 13 58
10 42 57 -64 23 40 0.0 0.0 J2000 10 46 40.0 -64 38 06 13 59
12 47 43 -59 41 19 0.0 0.0 J2000 12 51 47.0 -59 56 29 14 02
12 15 09 -58 44 56 0.0 0.0 J2000 12 19 16.0 -59 01 24 14 04
09 22 07 -55 00 39 0.0 0.0 J2000 09 26 24.0 -55 12 05 14 05
13 39 53 -53 27 59 0.0 0.0 J2000 13 44 13.0 -53 44 25 14 06
12 08 22 -50 43 21 0.0 0.0 J2000 12 12 46.0 -50 57 59 14 06
12 41 31 -48 57 36 0.0 0.0 J2000 12 45 57.0 -49 13 17 14 07
09 07 60 -43 25 57 0.0 0.0 J2000 09 12 37.0 -43 36 52 14 07
13 49 37 -42 28 26 0.0 0.0 J2000 13 54 13.0 -42 44 32 14 08
13 20 36 -36 42 44 0.0 0.0 J2000 13 25 16.0 -36 59 00 14 09
12 34 23 -23 23 48 0.0 0.0 J2000 12 39 14.0 -23 39 07 14 09
13 18 55 -23 10 18 0.0 0.0 J2000 13 23 46.0 -23 26 28 14 10
13 25 12 -11 09 41 0.0 0.0 J2000 13 30 08.0 -11 26 28 14 10
13 02 11 +10 57 33 0.0 0.0 J2000 13 07 14.0 +10 41 31 14 11
11 49 04 +14 34 19 0.0 0.0 J2000 11 54 09.0 +14 19 43 14 11
09 13 12 -69 43 02 0.0 0.0 J2000 09 16 47.9 -69 55 02 14 14
12 37 11 -69 08 08 0.0 0.0 J2000 12 40 38.9 -69 24 56 14 15
10 42 57 -64 23 40 0.0 0.0 J2000 10 46 45.0 -64 38 04 14 16
12 47 43 -59 41 19 0.0 0.0 J2000 12 51 49.0 -59 58 22 14 17
09 17 05 -59 16 31 0.0 0.0 J2000 09 21 17.0 -59 27 06 14 18
12 15 09 -58 44 56 0.0 0.0 J2000 12 19 17.0 -59 00 54 14 21
09 22 07 -55 00 39 0.0 0.0 J2000 09 26 29.0 -55 11 17 14 22
13 39 53 -53 27 59 0.0 0.0 J2000 13 44 14.0 -53 43 50 14 22
12 08 22 -50 43 21 0.0 0.0 J2000 12 12 47.0 -50 57 26 14 23
12 41 31 -48 57 36 0.0 0.0 J2000 12 45 59.0 -49 12 43 14 23
13 55 32 -47 17 18 0.0 0.0 J2000 14 00 03.0 -47 33 59 14 23
09 07 60 -43 25 57 0.0 0.0 J2000 09 12 39.0 -43 37 04 14 24
13 49 37 -42 28 26 0.0 0.0 J2000 13 54 13.0 -42 44 25 14 25
13 20 36 -36 42 44 0.0 0.0 J2000 13 25 16.0 -36 58 24 14 25
14 06 41 -36 22 12 0.0 0.0 J2000 14 11 23.0 -36 38 35 14 25
12 34 23 -23 23 48 0.0 0.0 J2000 12 39 15.0 -23 38 32 14 26
13 18 55 -23 10 18 0.0 0.0 J2000 13 23 46.0 -23 25 51 14 26
13 25 12 -11 09 41 0.0 0.0 J2000 13 30 08.0 -11 25 52 14 27
13 02 11 +10 57 33 0.0 0.0 J2000 13 07 14.0 +10 42 07 14 27
11 49 04 +14 34 19 0.0 0.0 J2000 11 54 11.0 +14 20 15 14 28
13 54 41 +18 23 52 0.0 0.0 J2000 13 59 44.0 +18 06 59 14 28
