16 48 40 -69 01 40 0.0 0.0 J2000 16 54 17.9 -69 06 31 23 39
22 18 30 -60 15 35 0.0 0.0 J2000 22 22 50.0 -60 20 56 23 39
20 25 39 -56 44 06 0.0 0.0 J2000 20 30 27.0 -56 46 44 23 41
22 08 14 -46 57 40 0.0 0.0 J2000 22 12 55.0 -47 02 48 23 41
21 53 56 -37 21 54 0.0 0.0 J2000 21 58 47.0 -37 26 21 23 42
22 57 39 -29 37 20 0.0 0.0 J2000 23 02 30.0 -29 42 59 23 43
18 55 16 -26 17 48 0.0 0.0 J2000 19 00 25.0 -26 21 11 23 44
19 09 46 -21 01 25 0.0 0.0 J2000 19 14 53.9 -21 04 38 23 46
21 47 02 -16 07 38 0.0 0.0 J2000 21 52 05.0 -16 12 18 23 46
21 31 34 -05 34 16 0.0 0.0 J2000 21 36 39.0 -05 38 44 23 47
19 50 47 +08 52 06 0.0 0.0 J2000 19 55 54.0 +08 48 48 23 49
21 44 11 +09 52 30 0.0 0.0 J2000 21 49 19.8 +09 48 03 23 49
23 04 46 +15 12 19 0.0 0.0 J2000 23 09 55.9 +15 06 26 23 50
22 18 30 -60 15 35 0.0 0.0 J2000 22 22 53.0 -60 18 39 00 22
