MASSDIMM pointing data
:EQUAT
-32 22 32.0 2013 07 07 +10.0 825.0  1750.0  0.0
09 13 12 -69 43 02 0.0 0.0 J2000 09 11 31.0 -69 39 32 14 50
12 37 11 -69 08 08 0.0 0.0 J2000 12 35 34.0 -69 10 33 14 53
10 42 57 -64 23 40 0.0 0.0 J2000 10 41 37.0 -64 22 46 14 54
12 47 43 -59 41 19 0.0 0.0 J2000 12 46 48.0 -59 43 55 14 55
09 17 05 -59 16 31 0.0 0.0 J2000 09 16 11.9 -59 13 30 14 55
12 15 09 -58 44 56 0.0 0.0 J2000 12 14 07.0 -58 46 46 14 56
09 22 07 -55 00 39 0.0 0.0 J2000 09 21 23.0 -54 57 47 14 56
13 39 53 -53 27 59 0.0 0.0 J2000 13 39 19.0 -53 32 12 14 59
12 08 22 -50 43 21 0.0 0.0 J2000 12 07 39.0 -50 46 43 14 59
12 41 31 -48 57 36 0.0 0.0 J2000 12 41 00.0 -49 00 13 15 00
14 41 56 -47 23 18 0.0 0.0 J2000 14 41 37.0 -47 28 59 15 00
13 55 32 -47 17 18 0.0 0.0 J2000 13 55 09.0 -47 21 47 15 01
13 49 37 -42 28 26 0.0 0.0 J2000 13 49 19.0 -42 33 09 15 03
14 35 30 -42 09 28 0.0 0.0 J2000 14 35 16.0 -42 14 52 15 03
13 20 36 -36 42 44 0.0 0.0 J2000 13 20 23.0 -36 46 30 15 03
14 06 41 -36 22 12 0.0 0.0 J2000 14 06 29.0 -36 26 52 15 04
12 34 23 -23 23 48 0.0 0.0 J2000 12 34 11.0 -23 26 20 15 04
13 18 55 -23 10 18 0.0 0.0 J2000 13 18 53.0 -23 13 52 15 05
13 25 12 -11 09 41 0.0 0.0 J2000 13 25 16.0 -11 13 21 15 06
13 02 11 +10 57 33 0.0 0.0 J2000 13 02 15.0 +10 54 18 15 07
13 54 41 +18 23 52 0.0 0.0 J2000 13 54 55.0 +18 18 31 15 08
14 15 40 +19 10 57 0.0 0.0 J2000 14 15 51.0 +19 05 03 15 09
