00 43 35 -17 59 12 0.0 0.0 J2000 00 46 28.0 -17 59 38 02 13
01 37 43 -57 14 12 0.0 0.0 J2000 01 39 59.0 -57 15 18 02 15
00 26 17 -42 18 22 0.0 0.0 J2000 00 28 58.0 -42 19 07 02 16
01 58 46 -61 34 11 0.0 0.0 J2000 02 00 50.0 -61 35 45 02 16
22 57 39 -29 37 20 0.0 0.0 J2000 23 00 33.6 -29 37 54 02 17
22 18 30 -60 15 35 0.0 0.0 J2000 22 21 22.0 -60 15 24 02 18
22 08 14 -46 57 40 0.0 0.0 J2000 22 11 13.0 -46 57 59 02 18
00 25 45 -77 15 15 0.0 0.0 J2000 00 27 14.9 -77 15 05 02 19
21 53 56 -37 21 54 0.0 0.0 J2000 21 56 57.0 -37 22 47 02 20
01 54 38 +20 48 29 0.0 0.0 J2000 01 57 41.0 +20 45 25 02 21
00 13 14 +15 11 01 0.0 0.0 J2000 00 16 12.0 +15 09 47 02 22
21 47 02 -16 07 38 0.0 0.0 J2000 21 50 06.0 -16 08 58 02 24
20 25 39 -56 44 06 0.0 0.0 J2000 20 29 00.0 -56 45 55 02 25
23 04 46 +15 12 19 0.0 0.0 J2000 23 07 45.0 +15 11 32 02 27
02 09 33 +34 59 14 0.0 0.0 J2000 02 12 40.0 +34 55 28 02 29
03 47 29 +24 06 18 0.0 0.0 J2000 03 50 34.0 +24 01 28 03 52
01 54 38 +20 48 29 0.0 0.0 J2000 01 57 40.0 +20 46 08 03 53
