13 02 11 +10 57 33 0.0 0.0 J2000 13 06 58.0 +10 46 59 16 50
13 25 12 -11 09 41 0.0 0.0 J2000 13 29 53.0 -11 19 54 16 52
13 54 41 +18 23 52 0.0 0.0 J2000 13 59 25.0 +18 13 20 16 54
14 15 40 +19 10 57 0.0 0.0 J2000 14 20 22.0 +18 59 39 16 59
16 35 53 -28 12 58 0.0 0.0 J2000 16 40 34.0 -28 23 17 17 01
16 48 40 -69 01 40 0.0 0.0 J2000 16 52 56.0 -69 12 17 17 03
15 55 09 -63 25 50 0.0 0.0 J2000 15 59 34.0 -63 37 14 17 04
15 18 55 -68 40 46 0.0 0.0 J2000 15 23 10.0 -68 51 12 17 05
16 35 53 -28 12 58 0.0 0.0 J2000 16 40 34.0 -28 24 05 17 07
16 21 11 -25 35 34 0.0 0.0 J2000 16 25 54.0 -25 46 57 17 09
16 05 26 -19 48 20 0.0 0.0 J2000 16 10 09.0 -19 59 28 17 09
12 47 43 -59 41 19 0.0 0.0 J2000 12 52 12.0 -59 51 43 17 15
14 06 41 -36 22 12 0.0 0.0 J2000 14 11 18.0 -36 33 06 17 16
12 41 31 -48 57 36 0.0 0.0 J2000 12 46 07.0 -49 07 50 17 17
16 50 10 -34 17 36 0.0 0.0 J2000 16 54 49.0 -34 28 07 17 18
14 41 56 -47 23 18 0.0 0.0 J2000 14 46 27.0 -47 33 12 17 19
13 39 53 -53 27 59 0.0 0.0 J2000 13 44 24.0 -53 38 00 17 20
14 35 30 -42 09 28 0.0 0.0 J2000 14 40 10.0 -42 20 12 17 21
13 55 32 -47 17 18 0.0 0.0 J2000 14 00 05.0 -47 27 27 17 22
12 08 22 -50 43 21 0.0 0.0 J2000 12 12 58.0 -50 52 35 17 23
15 17 00 -09 22 59 0.0 0.0 J2000 15 21 46.0 -09 33 30 17 24
12 34 23 -23 23 48 0.0 0.0 J2000 12 39 08.0 -23 33 14 17 25
15 44 16 +06 25 32 0.0 0.0 J2000 15 49 01.0 +06 15 17 17 26
14 58 32 -43 08 02 0.0 0.0 J2000 15 03 12.0 -43 17 26 17 27
12 37 11 -69 08 08 0.0 0.0 J2000 12 41 27.0 -69 17 13 17 28
13 20 36 -36 42 44 0.0 0.0 J2000 13 25 14.0 -36 52 14 17 29
14 50 53 -16 02 30 0.0 0.0 J2000 14 55 38.9 -16 12 34 17 30
10 42 57 -64 23 40 0.0 0.0 J2000 10 47 32.0 -64 33 03 17 31
16 30 13 +21 29 23 0.0 0.0 J2000 16 34 56.1 +21 19 18 17 32
12 15 09 -58 44 56 0.0 0.0 J2000 12 19 44.0 -58 54 09 17 33
16 35 53 -28 12 58 0.0 0.0 J2000 16 40 34.0 -28 22 48 17 35
15 55 09 -63 25 50 0.0 0.0 J2000 15 59 35.0 -63 34 50 17 36
16 21 11 -25 35 34 0.0 0.0 J2000 16 25 54.0 -25 45 08 17 37
15 18 55 -68 40 46 0.0 0.0 J2000 15 23 13.0 -68 49 46 17 38
15 58 51 -26 06 51 0.0 0.0 J2000 16 03 34.0 -26 16 36 17 39
13 18 55 -23 10 18 0.0 0.0 J2000 13 23 38.0 -23 19 59 17 42
13 49 37 -42 28 26 0.0 0.0 J2000 13 54 15.0 -42 38 02 17 43
16 51 52 -38 02 51 0.0 0.0 J2000 16 56 33.0 -38 12 08 17 44
