MASSDIMM pointing data
:EQUAT
-32 22 32.0 2013 06 18 +10.0 825.0  1750.0  0.0
09 13 12 -69 43 02 0.0 0.0 J2000 09 15 56.0 -69 52 49 12 48
12 37 11 -69 08 08 0.0 0.0 J2000 12 40 36.9 -69 27 17 12 49
10 42 57 -64 23 40 0.0 0.0 J2000 10 46 19.0 -64 38 26 12 50
09 17 05 -59 16 31 0.0 0.0 J2000 09 20 50.0 -59 25 51 12 50
09 22 07 -55 00 39 0.0 0.0 J2000 09 26 05.0 -55 10 06 12 51
12 08 22 -50 43 21 0.0 0.0 J2000 12 12 48.9 -51 01 44 12 52
12 41 31 -48 57 36 0.0 0.0 J2000 12 46 04.0 -49 15 10 12 54
09 07 60 -43 25 57 0.0 0.0 J2000 09 12 26.9 -43 34 58 12 56
08 07 33 -24 18 15 0.0 0.0 J2000 08 12 29.0 -24 24 36 12 57
12 34 23 -23 23 48 0.0 0.0 J2000 12 39 25.9 -23 41 29 12 58
09 27 35 -08 39 31 0.0 0.0 J2000 09 32 39.9 -08 49 20 12 58
10 08 22 +11 58 02 0.0 0.0 J2000 10 13 39.9 +11 45 44 13 00
11 49 04 +14 34 19 0.0 0.0 J2000 11 54 19.0 +14 17 56 13 01
11 14 07 +20 31 25 0.0 0.0 J2000 11 19 25.9 +20 15 57 13 01
09 13 12 -69 43 02 0.0 0.0 J2000 09 16 00.9 -69 53 46 13 08
12 37 11 -69 08 08 0.0 0.0 J2000 12 40 39.0 -69 27 13 13 10
10 42 57 -64 23 40 0.0 0.0 J2000 10 46 25.0 -64 36 53 13 11
12 47 43 -59 41 19 0.0 0.0 J2000 12 51 56.0 -60 01 08 13 11
09 17 05 -59 16 31 0.0 0.0 J2000 09 20 55.0 -59 28 17 13 12
12 15 09 -58 44 56 0.0 0.0 J2000 12 19 17.0 -59 03 34 13 13
09 22 07 -55 00 39 0.0 0.0 J2000 09 26 11.0 -55 10 39 13 14
12 08 22 -50 43 21 0.0 0.0 J2000 12 12 49.0 -51 00 06 13 15
12 41 31 -48 57 36 0.0 0.0 J2000 12 46 07.0 -49 15 32 13 16
09 07 60 -43 25 57 0.0 0.0 J2000 09 12 29.0 -43 35 04 13 16
08 07 33 -24 18 15 0.0 0.0 J2000 08 12 32.0 -24 24 48 13 17
09 27 35 -08 39 31 0.0 0.0 J2000 09 32 40.0 -08 48 25 13 19
13 02 11 +10 57 33 0.0 0.0 J2000 13 07 24.0 +10 39 54 13 20
10 08 22 +11 58 02 0.0 0.0 J2000 10 13 40.0 +11 46 17 13 21
11 49 04 +14 34 19 0.0 0.0 J2000 11 54 17.0 +14 18 26 13 21
11 14 07 +20 31 25 0.0 0.0 J2000 11 19 27.0 +20 16 36 13 21
