MASSDIMM pointing data
:EQUAT
-32 22 32.0 2012 12 02 +10.0 825.0  1750.0  0.0

00 25 45 -77 15 15 0.0 0.0 J2000 00 27 32.1 -77 19 10 02 17
01 58 46 -61 34 11 0.0 0.0 J2000 02 02 17.0 -61 43 19 02 18
22 18 30 -60 15 35 0.0 0.0 J2000 22 22 54.0 -60 16 58 02 19
01 37 43 -57 14 12 0.0 0.0 J2000 01 41 33.0 -57 22 27 02 20
20 25 39 -56 44 06 0.0 0.0 J2000 20 30 49.0 -56 45 34 02 21
22 08 14 -46 57 40 0.0 0.0 J2000 22 13 01.0 -46 59 19 02 22
00 26 17 -42 18 22 0.0 0.0 J2000 00 30 51.0 -42 23 30 02 22
21 53 56 -37 21 54 0.0 0.0 J2000 21 58 52.0 -37 23 49 02 23
22 57 39 -29 37 20 0.0 0.0 J2000 23 02 32.0 -29 40 06 02 24
00 43 35 -17 59 12 0.0 0.0 J2000 00 48 32.0 -18 05 13 02 24
21 47 02 -16 07 38 0.0 0.0 J2000 21 52 10.0 -16 09 23 02 25
00 13 14 +15 11 01 0.0 0.0 J2000 00 18 33.0 +15 05 42 02 26
01 54 38 +20 48 29 0.0 0.0 J2000 01 59 59.0 +20 39 06 02 27
02 07 10 +23 27 45 0.0 0.0 J2000 02 12 33.0 +23 17 23 02 28
