MASSDIMM pointing data
:EQUAT
-32 22 32.0 2011 03 04 +10.0 825.0  1750.0  0.0

09 13 12 -69 43 02 0.0 0.0 J2000 09 12 36.6 -69 50 27 11 48
06 23 57 -52 41 45 0.0 0.0 J2000 06 24 26.2 -52 44 59 11 51
12 47 43 -59 41 19 0.0 0.0 J2000 12 48 47.7 -59 39 23 11 59
13 25 12 -11 09 41 0.0 0.0 J2000 13 26 31.9 -11 09 15 12 02
09 27 35 -08 39 31 0.0 0.0 J2000 09 28 25.7 -08 48 38 12 05
11 49 04 +14 34 19 0.0 0.0 J2000 11 50 00.6 +14 20 37 12 13
10 08 22 +11 58 02 0.0 0.0 J2000 10 09 24.4 +11 47 06 12 15
14 15 40 +19 10 57 0.0 0.0 J2000 14 17 05.6 +19 10 11 12 18
15 17 00 -09 22 59 0.0 0.0 J2000 15 18 21.2 -09 23 04 12 21
16 48 40 -69 01 40 0.0 0.0 J2000 16 50 30.9 -68 59 57 12 24
17 30 46 -37 17 45 0.0 0.0 J2000 17 32 12.4 -37 16 17 12 28
12 41 31 -48 57 36 0.0 0.0 J2000 12 42 42.0 -48 55 13 12 30
12 34 23 -23 23 48 0.0 0.0 J2000 12 35 44.0 -23 21 27 12 33
12 08 22 -50 43 21 0.0 0.0 J2000 12 08 48.4 -50 54 56 12 36
09 17 05 -59 16 31 0.0 0.0 J2000 09 17 16.8 -59 23 21 12 41
09 07 60 -43 25 57 0.0 0.0 J2000 09 08 34.0 -43 32 41 12 43
