MASSDIMM pointing data
:EQUAT
-32 22 32.0 2011 03 05 +10.0 825.0  1750.0  

06 45 09 -16 42 58 0.0 0.0 J2000 06 46 41.4 -16 39 51 11 34
06 23 57 -52 41 45 0.0 0.0 J2000 06 25 01.8 -52 37 01 11 35
07 39 18 +05 13 30 0.0 0.0 J2000 07 41 00.4 +05 14 21 11 39
10 08 22 +11 58 02 0.0 0.0 J2000 10 10 01.4 +11 54 18 11 42
09 17 05 -59 16 31 0.0 0.0 J2000 09 17 44.2 -59 16 36 11 48
10 42 57 -64 23 40 0.0 0.0 J2000 10 43 26.0 -64 26 11 11 50
09 22 07 -55 00 39 0.0 0.0 J2000 09 22 55.1 -55 00 52 11 52
09 07 60 -43 25 57 0.0 0.0 J2000 09 09 03.6 -43 25 41 11 53
09 27 35 -08 39 31 0.0 0.0 J2000 09 29 07.2 -08 40 54 11 55
08 07 33 -24 18 15 0.0 0.0 J2000 08 08 56.9 -24 16 36 11 59
06 45 09 -16 42 58 0.0 0.0 J2000 06 46 44.4 -16 40 01 12 03
11 49 04 +14 34 19 0.0 0.0 J2000 11 50 39.7 +14 28 23 12 11
11 14 07 +20 31 25 0.0 0.0 J2000 11 15 47.4 +20 26 28 12 14
06 23 57 -52 41 45 0.0 0.0 J2000 06 25 09.2 -52 37 12 12 20
09 13 12 -69 43 02 0.0 0.0 J2000 09 13 20.1 -69 42 04 12 21
10 42 57 -64 23 40 0.0 0.0 J2000 10 43 27.4 -64 25 35 12 24
12 15 09 -58 44 56 0.0 0.0 J2000 12 16 01.3 -58 49 02 12 27
11 49 04 +14 34 19 0.0 0.0 J2000 11 50 42.4 +14 30 04 13 21
